commit_id,commit_date,commit_content,commit_author,commit_type
5a4d54810378e0abf28d7cc6768d74d4d3a5cc2b,Fri Feb 26 00:00:00 EST 2016,[MNG-5984] Maven core extension resolution ignores repositories from activeByDefault profiles in settings.xml o Updated to make any repositories from settings available to the model resolver   used to resolve core extensions. ,Christian Schulte,commit
62374f51fd05b233fc34e39c294322fa3823e4d7,Fri Feb 26 00:00:00 EST 2016,[MNG-5984] Maven core extension resolution ignores repositories from activeByDefault profiles in settings.xml o Updated to decouple settings profile activation from the   'ConfigurationProcessor' in use. ,Christian Schulte,commit
c940b84107d6df72d625529a7df3402ef6b4e12b,Fri Feb 26 00:00:00 EST 2016,[MNG-5984] Maven core extension resolution ignores repositories from activeByDefault profiles in settings.xml o Updated to process command line options before processing any   settings. Profile activation needs to be performed with any   options already in effect. ,Christian Schulte,commit
425289c5e21a822dc150e75fc03abcaf61473900,Thu Feb 25 00:00:00 EST 2016,[MNG-5984] Maven core extension resolution ignores repositories from activeByDefault profiles in settings.xml ,Christian Schulte,commit
0a5351340df0df48c4c1d95c021bdf3f4f278ee6,Wed Feb 24 00:00:00 EST 2016,Work around a rounding bug existed upto Java 7 See http://stackoverflow.com/q/22797964/696632 and Oracle's bugfix announcement: http://www.oracle.com/technetwork/java/javase/8-compatibility-guide-2156366.html,Michael Osipov,commit
8d16c2256d591d0a567dbadec9cc933f15a53fcc,Wed Feb 24 00:00:00 EST 2016,Fix Checkstyle error,Michael Osipov,commit
33442c212b5e5c29feb0101d70a625cea7845ea7,Wed Feb 24 00:00:00 EST 2016,[MNG-5977] Improve output readability of our MavenTransferListener implementations * Reworked the file size formatter which now compacts the progress with the unit symbol  plus it scales to one decimal place only if the size is below 10. * Replaced the concurrent hash map with a synchronized linked hash map to retain order of the progress meter. It will behave now like a queue.,Michael Osipov,commit
44729b1429fd70cb73c72222e5d9561cea4b9feb,Wed Feb 24 00:00:00 EST 2016,[MNG-2478] add filtered resource directories to super POM ,Christian Schulte,commit
652cc28a39010f8a80f5445f19e250d291c7bb16,Tue Feb 23 00:00:00 EST 2016,o Build plugin updates. ,Christian Schulte,commit
95fe14ee4c68de19b0bf84628f86869518f5fd36,Tue Feb 23 00:00:00 EST 2016,[MNG-5967] Dependency updates. ,Christian Schulte,commit
4ae1673484c66e6125a91463cb517237933a3437,Tue Feb 23 00:00:00 EST 2016,[MNG-5971] Imported dependencies should be available to inheritance processing o Updated to restore conflict resolution based on a first declaration wins   strategy. ,Christian Schulte,commit
f08e9558df564319efe91839d03c1be03b6833f8,Tue Feb 23 00:00:00 EST 2016,[MNG-5971] Imported dependencies should be available to inheritance processing o Updated to correct a 'NullPointerException' thrown when there is no pom file   to report. ,Christian Schulte,commit
8b751f6a8ac4d11d6b9932f0f8b7de795c0296d3,Tue Feb 23 00:00:00 EST 2016,[MNG-5971] Imported dependencies should be available to inheritance processing o Updated to stop reporting model problems for conflicting imports twice. ,Christian Schulte,commit
d8b66aebfb9166b2b20f93f3078460b0a3913439,Mon Feb 22 00:00:00 EST 2016,[MNG-5971] Imported dependencies should be available to inheritance processing o Updated to provide more descriptive model problems for when a conflicting   dependency gets imported into the same model. ,Christian Schulte,commit
508e16e23d66de09893d1eb52dff6a1c5ca019b3,Mon Feb 22 00:00:00 EST 2016,[MNG-5971] Imported dependencies should be available to inheritance processing o Updated to stop reporting model problems for intermediate models. For building   the final model  inheritance and interpolation needs to be performed multiple   times. Reporting any intermediate model problems is misleading and also leads   to redundant messages getting reported. ,Christian Schulte,commit
024a705d4e166cb35d3db7e70feda4522eddeb2f,Mon Feb 22 00:00:00 EST 2016,[MNG-5971] Imported dependencies should be available to inheritance processing o Re-formatted 'DefaultModelBuilder'. o Minor code simplification. ,Christian Schulte,commit
24e792188260ffd41278555c9452c2a91e2acb3d,Sun Feb 21 00:00:00 EST 2016,[MNG-5971] Imported dependencies should be available to inheritance processing o Updated to account for MNG-4052. ,Christian Schulte,commit
8c3a2b717366b32877b9905b70101dd4f6e534e2,Sat Feb 20 00:00:00 EST 2016,[MNG-5971] Imported dependencies should be available to inheritance processing o Updated to account for MNG-4488. ,Christian Schulte,commit
fb6b2c6909f71b15934ed3c64a49624d3840e54f,Fri Feb 19 00:00:00 EST 2016,[MNG-5967] Dependency updates. ,Christian Schulte,commit
7b26f757ab300cdac683a005e9539945f9ed88dd,Fri Feb 19 00:00:00 EST 2016,[MNG-5967] Dependency updates. ,Christian Schulte,commit
45327208f0fee9d1e0acc168ec072b29b6bbbb98,Fri Feb 19 00:00:00 EST 2016,[MNG-5971] Imported dependencies should be available to inheritance processing o Updated to add various comments regarding the issue. ,Christian Schulte,commit
2313861dfde37b02e6aa8d5d701c8e8bb5a288ea,Fri Feb 19 00:00:00 EST 2016,[MNG-5971] Imported dependencies should be available to inheritance processing o Updated to remove the 'include' scope. Everyone agrees to the 'import' scope   being broken the way it got implemented in Maven 2.0.x and to need fixing   according to the description of the issue. o Updated to remove support of 'import' and 'include' scopes of dependencies.   Currently there are issues with the way Maven normalizes redundant   dependencies to be backwards compatible to Maven 2. Import of dependencies   cannot be implemented consistently with this backwards compatibility in place. o Updated to fix the 'import' scope to behave as requested in MNG-5971. ,Christian Schulte,commit
5f726e25e7749ad284ca4109715fc755b0bc0986,Thu Feb 18 00:00:00 EST 2016,Updated to remove various Javadoc warnings. ,Christian Schulte,commit
354765dd0237e3ab9058f40c9f52c858e4e295bc,Thu Feb 18 00:00:00 EST 2016,[MNG-5971] Imported dependencies should be available to inheritance processing o Updated to re-validate models after importing to report any conflicts   created by the import. o Updated to correct bugs introduced in last commit. ,Christian Schulte,commit
b30be5d6844693910a4861a644e4062021002d1f,Thu Feb 18 00:00:00 EST 2016,[MNG-5971] Imported dependencies should be available to inheritance processing o Updated to support property inheritance and interpolation in   'include' scope dependencies. ,Christian Schulte,commit
4f983e14c81401fe15c04ec748db19fe56f9e8bd,Thu Feb 18 00:00:00 EST 2016,[MNG-5968] Default plugin version updates. o Updated to 'maven-site-plugin' 3.5. ,Christian Schulte,commit
c5891c10563faa6d76ad6a672abb8c77a3cde94c,Thu Feb 18 00:00:00 EST 2016,[MNG-5977] Improve output readability of our MavenTransferListener implementations When running in debug mode  Maven displays the filename currently in progress.,Michael Osipov,commit
ee8a93c446a2efa3c2c2e8011739f18a6a831adf,Thu Feb 18 00:00:00 EST 2016,[MNG-5981] upgrade Sisu to 0.3.3 to pick up lifecycle fix This closes #78 ,Stuart McCulloch,commit
5efbfd780e5888febfc644582d201f0145246b90,Thu Feb 18 00:00:00 EST 2016,[MNG-5977] Improve output readability of our MavenTransferListener implementations Add the amount of currently in download/upload progressing items to the Progress label.,Michael Osipov,commit
af2c42c2c16b6d6f15867646fd82b224359a5910,Thu Feb 18 00:00:00 EST 2016,[MNG-5971] Imported dependencies should be available to inheritance processing o Updated the 'DefaultDependencyManagementImporter' to stop   ignoring import dependency conflicts silently. Such   conflicts must be resolved manually by adding the conflicting   dependency to the pom manually. o Updated to add support for an 'include' scope in dependency   management processed before inheritance and interpolation. o Updated to add support for 'import' and 'include' scopes   also for dependencies. ,Christian Schulte,commit
ea73fcdb6c0d2bafad75085a38906fcccfa1c049,Wed Feb 17 00:00:00 EST 2016,[MNG-5977] Improve output readability of our MavenTransferListener implementations * Applied a general decimal formatter which automatically scales file size between 1 and 1000 along with proper size and time units * The progress meter in the shell will now properly tell that a progress is going on and visually seperate parallel downloads with " | " * Optimized and reduced padding to the cases where it actually is necessary * Padding has to applied to very event which can succeed a progress update * Synchronize all calls to console to avoid race conditions where output is terminated by a carriage return only. If no sync is done  SLF4J or INIT/SUCCEEDED update can interleave and overwrite the progress while being shorter as the progress itself. Race conditions cannot be avoided if -T is employed since one does not have access to the output stream of a SLF4J backend to synchronize on.,Michael Osipov,commit
8dea99f97070ce27e4a286646b135832d5e941d3,Tue Feb 16 00:00:00 EST 2016,o Updated 'DefaultSettingsDecrypter' to allow configuration to be set programmatically. ,Christian Schulte,commit
fbf8b544df5301df0a9b6a5198f7934889818669,Sat Feb 13 00:00:00 EST 2016,[MNG-5976] Replace Plexus Utils OS with Commons Lang SystemUtils ,Michael Osipov,commit
6518f1f364d9085d21a711ef31e2d43cdf4fa443,Fri Feb 12 00:00:00 EST 2016,Added some docs in CLIReporting Utils,Michael Osipov,commit
250d2545ea35cdb81883d6e9eb5519c3bbd8abcd,Fri Feb 12 00:00:00 EST 2016,[MNG-5975] Use Java 7's SimpleDateFormat in CLIReportingUtils#formatTimestamp,Michael Osipov,commit
184f58ff83a6d043c695a07f1b1ae89630f6bc9e,Thu Feb 11 00:00:00 EST 2016,[MNG-5935] Optional true getting lost in managed dependencies when transitive Updated to correctly map the optional flag of Maven model dependencies to Aether dependencies. Prior to this change all managed dependencies implicitly had the optional flag set to 'false' leading to Aether managing that flag to 'false' on all managed dependencies when transitive. ,Christian Schulte,commit
5cf2b135ca49b3be77ced86d0b44b990b702acab,Wed Feb 10 00:00:00 EST 2016,[MNG-5958] restore binary compatibility of Lifecycle.setPhases While MNG-5805 restored binary compatibility of Lifecycle.getPhases it didn't do the same for Lifecycle.setPhases. This breaks plugins like flexmojos-maven-plugin which have their own lifecycle mapping implementations. This closes #77 ,Stuart McCulloch,commit
c37ea427337df28bb260a92ee016a0d464567bb7,Tue Feb 09 00:00:00 EST 2016,[MNG-5968] Default plugin version updates. ,Christian Schulte,commit
6bfdce19709866253786261bcd665866401b0391,Fri Feb 05 00:00:00 EST 2016,[MNG-5968] Default plugin version updates. o Downgraded the 'maven-plugin-plugin' from 3.4 to 3.3   due to MPLUGIN-296. ,Christian Schulte,commit
26474e000b5bc3084d520a9f4695d54dfc1801e0,Thu Feb 04 00:00:00 EST 2016,Revert "[MNG-5967] Dependency updates." This reverts commit 9aa0b6ee49ce8a9d14a9625211e7adfb8091259e.,Christian Schulte,commit
9aa0b6ee49ce8a9d14a9625211e7adfb8091259e,Thu Feb 04 00:00:00 EST 2016,[MNG-5967] Dependency updates. ,Christian Schulte,commit
314b174e768ac7223fe4ef61b7256376a09e49d1,Wed Feb 03 00:00:00 EST 2016,[MNG-5963] mvn.cmd does not return ERROR_CODE ,Michael Osipov,commit
2e523cb984814acba47ed80a3fc4c77c59225f8e,Wed Feb 03 00:00:00 EST 2016,[MNG-1577] dependencyManagement does not work for transitive dependencies o Updated to correct an incorrect test case. ,Christian Schulte,commit
f467d9142fa6c928bdae25253350915728fef286,Sat Jan 30 00:00:00 EST 2016,[MNG-4463] Version ranges cannot be used for artifacts with 'import' scope o Updated to enforce dependency management import version ranges to   specify an upper bound the same way as is done for parent version   ranges. ,Christian Schulte,commit
2abeaf0aa2ff120031e063c9bb71a0f14146f762,Sat Jan 30 00:00:00 EST 2016,[MNG-4463] Version ranges cannot be used for artifacts with 'import' scope o Extended the 'ModelResolver' interface to support resolving 'Dependency's   in addition to 'Parent's. Closes #64 without merging. ITs are pending to be committed. ,Christian Schulte,commit
b0649ca2a02ff3c3915ab76e03a03624de9a5359,Fri Jan 29 00:00:00 EST 2016,o Updated to make the 'JavaDependencyContextRefiner' part of the dependency   graph transformer lost in commit 3916201b985c281a2b073b9b764bbb554584f5a7. ,Christian Schulte,commit
86b656167923923e2e416def4a48303b4e6248fa,Fri Jan 29 00:00:00 EST 2016,o Updated to make the 'JavaDependencyContextRefiner' part of the dependency   graph transformer lost in commit 3916201b985c281a2b073b9b764bbb554584f5a7. ' ,Christian Schulte,commit
cde5b291ea0e4090f873f9fd4ab834e2439c2597,Thu Jan 28 00:00:00 EST 2016,[MNG-5227] The 'optional' flag of a dependency should be manageable. o Updated to include debug information about optionality management. ,Christian Schulte,commit
e37117e304d17e5b2defb4b2f7b2c67c0e2a1fe2,Wed Jan 27 00:00:00 EST 2016,[MNG-5607] Don't use M2_HOME anymore in mvn shell/batch file anymore o Updated to revert commits     d3b4fb0c1e525bb1122c7e832279f1ef6fbd6efe     364df32335a9c36986418498f654bf744d466767 o Variable M2_HOME will be removed without replacement in Maven 4. ,Christian Schulte,commit
d3b4fb0c1e525bb1122c7e832279f1ef6fbd6efe,Tue Jan 26 00:00:00 EST 2016,[MNG-5607] Don't use M2_HOME anymore in mvn shell/batch file anymore o Updated to rename M2_HOME to MVN_HOME. ,Christian Schulte,commit
364df32335a9c36986418498f654bf744d466767,Tue Jan 26 00:00:00 EST 2016,[MNG-5607] Don't use M2_HOME anymore in mvn shell/batch file anymore ,Christian Schulte,commit
2fb5fd5e6b7ebded597329d1e87e255fb368ba73,Tue Jan 26 00:00:00 EST 2016,[MNG-5227] The 'optional' flag of a dependency should be manageable. ,Christian Schulte,commit
b3ed29d541f45604eaf24219d119377476e3bbfe,Tue Jan 26 00:00:00 EST 2016,[MNG-5940] Change the maven-source-plugin jar goal into jar-no-fork in Maven Super POM ,Christian Schulte,commit
3e722d913c921fdd0458157835d0935c526e20f9,Tue Jan 26 00:00:00 EST 2016,o Updated to correct '[ERROR] src/main/java/org/apache/maven/execution/MavenExecutionRequest.java[391] (sizes) LineLength: Line is longer than 120 characters (found 131). [ERROR] src/main/java/org/apache/maven/execution/MavenExecutionRequest.java[398] (sizes) LineLength: Line is longer than 120 characters (found 130).'. ,Christian Schulte,commit
770b0f99e321ce4f61f3fd2039dc0247ffa8b0cd,Tue Jan 26 00:00:00 EST 2016,o Updated to correct '[ERROR] src/main/java/org/apache/maven/execution/MavenExecutionRequest.java[31:8] (imports) UnusedImports: Unused import - org.apache.maven.lifecycle.internal.builder.Builder.'. ,Christian Schulte,commit
ae9ccf2e48b8cd848908c6da2e6247ef46fc0829,Tue Jan 26 00:00:00 EST 2016,o Updated to get rid of some Javadoc warnings. ,Christian Schulte,commit
5c98a4261f7e50ee0197902c5737ebfc0acac724,Sun Jan 24 00:00:00 EST 2016,[MNG-5968] Default plugin version updates. o Updated to correct the 'ear' packaging bindings. ,Christian Schulte,commit
c9b18c75da27e859b4bc2285794c64777e8c2a75,Sun Jan 24 00:00:00 EST 2016,[MNG-5968] Default plugin version updates. o Updated default plugin versions to latest release version   to bring in the latest fixes (and issues to report). ,Christian Schulte,commit
f19bde6b77e8d6cb3b4d0992dae2e3362b99dcfe,Sun Jan 24 00:00:00 EST 2016,[MNG-5967] Dependency updates. o Updated various dependency versions. ,Christian Schulte,commit
a814be56387b34d4665a080498441c351aae973f,Sun Jan 24 00:00:00 EST 2016,[MNG-5883] Silence unnecessary legacy local repository warning o Updated to decrease logging level from 'warning' to 'info'. ,Christian Schulte,commit
2d3b5811566190b52840e27cd04eb26bd02bb1b4,Tue Jan 19 00:00:00 EST 2016,[MNG-5934] String handling issues identified by PMD Submitted by: Alex Henrie <alexhenrie24@gmail.com> o Applied patches. ,Christian Schulte,commit
b6781c1649efa5bab80764db245261ae513f0fc4,Sun Jan 17 00:00:00 EST 2016,[MNG-5359] Declared execution in PluginMgmt gets bound to lifecycle (regression) o Updated to correctly process lifecycle plugin execution management. o Verified integration tests are passing. ,Christian Schulte,commit
a4d6cf2a20b51a4829731bef6b042ac63cf6fa20,Sun Jan 17 00:00:00 EST 2016,[MNG-5359] Declared execution in PluginMgmt gets bound to lifecycle (regression) o Updated to preserve management of default phases (== null). ,Christian Schulte,commit
61a92559a94613d1163bf4c26d87c8e2691f8a63,Sun Jan 17 00:00:00 EST 2016,[MNG-5359] Declared execution in PluginMgmt gets bound to lifecycle (regression) o Updated to merge lifecycle plugin executions selectively. ,Christian Schulte,commit
02795b21e753bdd4eddd7e9ebee9f50315bc0e24,Thu Jan 14 00:00:00 EST 2016,[MNG-5359] Declared execution in PluginMgmt gets bound to lifecycle (regression) o Re-opening issue and reverting commits     901b1e8e4c9df50ccc12bf8759589c7c82400aae     d5ba185c1ab926b53acb0947c8a13ad74eac55e6     029af3a394b37610ecfb97c07b4f62895f7d2eb7     cc006b544f0e21683d955e2175b06e864e64329f     e84405162b8a228aaced264f48ec6a3e8ed261e8 ,Christian Schulte,commit
a035d9026f45518f430dace7ba930835d0d3e85a,Thu Jan 14 00:00:00 EST 2016,[MNG-5962] mvn fails when the current directory has spaces in between Submitted by: Miriam Lee o Applied patch. ,Christian Schulte,commit
e73fc36dd3238b3bec3bad47c0420468d6164e28,Thu Jan 07 00:00:00 EST 2016,o just to distinguish on the CLI it has logback inside ,Jason van Zyl,commit
759c5ce37757262af90286cb6303556772f3993d,Thu Jan 07 00:00:00 EST 2016,- example of using Logback being integrated with the color console turned on - Maven with Logback now passes all the ITs  needed to correct the warning string and set the appropriate log levels - adding two basic logback configurations. one for non-colour which is the default  and one for colour logging that serves as   an example if someone wants to turn it on and customize it. ,Jason van Zyl,commit
202f757af3aba6e1b96631de025e0ba692098009,Thu Jan 07 00:00:00 EST 2016,[MNG-3507] Fix the SLF4J logger factory implementation used for LOG4J2 ,Arnaud He?ritier,commit
ae041d789374ae6f142cf47cabc37ef553adb502,Thu Jan 07 00:00:00 EST 2016,MNG-3507 workaround: maven-checkstyle-plugin and maven-remote-resources-plugin are depending on versions 1.5.6 of slf4j-jdk14 and jcl-over-slf4j artifacts which are incompatible with 1.7.5 version exposed by maven core ,Arnaud He?ritier,commit
f3eac27e1342df98473b10dca1b00ffe618db3ee,Thu Jan 07 00:00:00 EST 2016,MNG-3507: Use a custom distribution name to not see this WIP branch built as the official binary ,Arnaud He?ritier,commit
ad363fe72dc5426928994b336c80681869c3adf1,Thu Jan 07 00:00:00 EST 2016,MNG-3507: Package and configure log4J 2.5 by default. Note: Replace the content of conf/logging/log4j2.xml by the one from conf/logging/log4j2-color.xml to enjoy the colorised console ,Arnaud He?ritier,commit
5a3332ca347628605bec7d3e9f9309081aaba46c,Thu Dec 31 00:00:00 EST 2015,Remove ancient Subversion keywords ,Michael Osipov,commit
52945a679ec8f3f571d77658eda2fce06d637aa7,Tue Dec 29 00:00:00 EST 2015,Use proper spelling of "e.g." ,Michael Osipov,commit
a26cc1b9636e19c28cd32ed1c844fec64dec55b6,Mon Dec 28 00:00:00 EST 2015,Use the proper term for char U+002D (-) hyphen(-minus) instead of dash ,Michael Osipov,commit
3065a05fb5a6a6b4498aa24b3a3b794b348f8c03,Mon Dec 28 00:00:00 EST 2015,[MNG-5954] Remove outdated maven-embedder/src/main/resources/META-INF/MANIFEST.MF ,Michael Osipov,commit
8d85f5d09498fe5bd46da31cda5b79bdaf886083,Wed Dec 23 00:00:00 EST 2015,[MNG-5951] add an option to avoid path addition to inherited URLs This is done as child.inherit.append.path XML attribute on 3 locations: - project  for project.url - project.distributionManagement.site for its url - project.scm  for the 3 scm urls in one unique config,Herv� Boutemy,commit
901b1e8e4c9df50ccc12bf8759589c7c82400aae,Tue Dec 22 00:00:00 EST 2015,[MNG-5359] Declared execution in PluginMgmt gets bound to lifecycle (regression) o Updated 'LifeCyclePluginAnalyzer' to use a lesser confusing method name. o Moved logic from 'DefaultLifecycleBindingsInjector' to 'DefaultLifecyclePluginAnalyzer'. o Added various TODOs to 'DefaultLifecyclePluginAnalyzer'. o Is anyone reading this? ,Christian Schulte,commit
d5ba185c1ab926b53acb0947c8a13ad74eac55e6,Mon Dec 21 00:00:00 EST 2015,[MNG-5359] Declared execution in PluginMgmt gets bound to lifecycle (regression) o Updated to support 'LifecycleMappingDelegates' (MNG-5581). ,Christian Schulte,commit
029af3a394b37610ecfb97c07b4f62895f7d2eb7,Sun Dec 20 00:00:00 EST 2015,[MNG-5359] Declared execution in PluginMgmt gets bound to lifecycle (regression) o Updated to use a 'LifecycleMappingNotFoundException' instead of returning 'null'. o Updated to also inject lifecycle plugins for project default goals. ,Christian Schulte,commit
cc006b544f0e21683d955e2175b06e864e64329f,Sun Dec 20 00:00:00 EST 2015,[MNG-5359] Declared execution in PluginMgmt gets bound to lifecycle (regression) o Updated to restore reporting of unsupported packagings. ,Christian Schulte,commit
e84405162b8a228aaced264f48ec6a3e8ed261e8,Sun Dec 20 00:00:00 EST 2015,[MNG-5359] Declared execution in PluginMgmt gets bound to lifecycle (regression) o Updated to add lifecycle plugins only if a phase of the   lifecycle is requested to be executed. ,Christian Schulte,commit
ab7b5ab4703a05a8b0923c2e336e7165d9c2180d,Sat Dec 19 00:00:00 EST 2015,[MNG-5823] mvnDebug doesn't work with M2_HOME with spaces - missing quotes o Updated to add missing quotes also to 'mvnyjp'. ,Christian Schulte,commit
c188a195562695454a244cb2a9b374d22d1812d5,Sat Dec 19 00:00:00 EST 2015,[MNG-5823] mvnDebug doesn't work with M2_HOME with spaces - missing quotes o Updated to add missing quotes. ,Christian Schulte,commit
f2a8a4580f417a59afe34e425df150740429a5ea,Sat Dec 19 00:00:00 EST 2015,[MNG-5368] UnsupportedOperationException thrown when version range is not correct in dependencyManagement definitions o Updated to log an error message for any caught 'InvalidVersionSpecificationException's. ,Christian Schulte,commit
6aa015d116fc6d98329c5ee020073d11cf3cb8d4,Fri Dec 18 00:00:00 EST 2015,[MNG-5538] mvn start script causes cygwin warning s/CLASSWORDS_JAR/CLASSWORLDS_JAR/g o Updated to correct untested pull request. ,Christian Schulte,commit
5ca3ca55086d125366b58a3d58c1df77604dedbf,Fri Dec 18 00:00:00 EST 2015,[MNG-5538] mvn start script causes cygwin warning This closes #27. ,Arlo Louis O'Keeffe,commit
dc7b41455499e7f6b58fbbd054721455552f052c,Fri Dec 18 00:00:00 EST 2015,[MNG-5868] Adding serval times the same artifact via MavenProjectHelper (attachArtifact) does not produce a failure o Updated to log an information message when an existing attached   artifact got replaced. ,Christian Schulte,commit
d980040ffd4e4ad9343171140270c1725c19a6fe,Fri Dec 18 00:00:00 EST 2015,[MNG-5837] "mvn" script invokes /bin/sh but requires /bin/bash functions Submitted by: Joseph Walton <joe@kafsemo.org> Use backticks instead of $(..) for the scripting added in MNG-5767. Solaris's /bin/sh isn't POSIX-compliant enough to recognise the first form. 'local' is not POSIX  but supported by most shells. However  it's not supported by Solaris's /bin/sh  so use a subshell instead. This closes #50. ,Christian Schulte,commit
5f048234ff44dbf70fcad9f17834c64866f452e1,Thu Dec 17 00:00:00 EST 2015,[MNG-5868] Adding serval times the same artifact via MavenProjectHelper (attachArtifact) does not produce a failure o Updated to restore the behaviour consensus had been   reached in MNG-5387. o Kept 'MavenProject.getAttachedArtifacts' to return an   unmodifiable list. ,Christian Schulte,commit
536350f5c5960e6c639305acde79e3fc81a91dd4,Thu Dec 17 00:00:00 EST 2015,Revert "[MNG-5868] Adding serval times the same artifact via MavenProjectHelper (attachArtifact) does not produce a failure" This reverts commit 020e35816f184c10c3f87f103336fed4516f7af6.,Christian Schulte,commit
020e35816f184c10c3f87f103336fed4516f7af6,Thu Dec 17 00:00:00 EST 2015,[MNG-5868] Adding serval times the same artifact via MavenProjectHelper (attachArtifact) does not produce a failure o Updated method 'MavenProject.getAttachedArtifacts' to return an   unmodifiable list. o Updated method 'MavenProject.addAttachedArtifact' to throw a   'DuplicateArtifactAttachmentException'  if the same artifact already   is attached. o Updated all 'attachArtifact' methods of interface 'MavenProjectHelper'   to also throw a 'DuplicateArtifactAttachmentException'  if the   same artifact already is attached. This commit reduces the chances of 'hacking' the list of attached artifacts in unspecified ways. Such 'hacks' will now lead to 'RuntimeException's and will no longer work. Depending on what this leads to  plugins need to be updated and new methods may need to be added to 'MavenProjectHelper' for any use-cases no longer supported. Reverting this commit to stay compatible to unspecified behaviour should be the last option considered. ,Christian Schulte,commit
56543e4643490f1a359769bf3d661faa9c4072b4,Wed Dec 16 00:00:00 EST 2015,cleanup previous installation before installing the new one ,olivier lamy,commit
c7e9e44893c2938cbb8026d01fbeff51d7f825f7,Sun Dec 13 00:00:00 EST 2015,Updated to ensure collections are immutable consistently. ,Christian Schulte,commit
ab130cf9f0de7f2aa697ec2fb0b993a8e61c44cb,Sun Dec 13 00:00:00 EST 2015,Updated to ensure 'MavenProject.getManagedVersionMap()' consistently returns an immutable map. ,Christian Schulte,commit
893efe3a9c49952d916b0eac66973581cd2702cd,Sun Dec 13 00:00:00 EST 2015,[MNG-2199] Support version ranges in parent elements o Updated to make local and remote parent model resolution consistent.   'MavenProject.getParentArtifact()' now returns the same artifact   no matter where the parent has been read from and the 'ModelBuilder'   will disallow empty versions and version expressions in local child   modules when using parent version ranges the same way as is done   for remote parent models. o Added test cases to 'maven-core' testing parent version range   resolution for local and remote parent models. ,Christian Schulte,commit
20b74169109076676aa05ffd7615538837fddf1e,Sat Dec 12 00:00:00 EST 2015,[MNG-5904] Remove the whole Ant Build Reduced minimum to build Maven itself to 3.0.5 related to Maven < 3.3.1 we have to use something different than maven.home otherwise maven.home will interfere with maven.home from the mvn script which results in automatically activating the profile which is used to create the distribution folder. Using the different name distributionTargetFolder makes this safe. ,Karl Heinz Marbaise,commit
62629c9bc537800f4019cbb5d643d274c9378f04,Sat Dec 12 00:00:00 EST 2015,[MNG-2199] Support version ranges in parent elements o Updated to remove version range resolution logic obsolete since 3.2.3. ,Christian Schulte,commit
8c863b01af76d990b7650add5cb98efda4c83533,Sat Dec 12 00:00:00 EST 2015,[MNG-2199] Support version ranges in parent elements o Updated to write resolved parent version ranges into the effective model when not read locally using 'relativePath'. ,Christian Schulte,commit
0ff45140ad0f9a3369dfed7fd117a0bb400023f2,Fri Dec 11 00:00:00 EST 2015,[MNG-5904] Remove the whole Ant Build ,Karl Heinz Marbaise,commit
792a9b8eaae2345b6dd0429d8b90d0358f48fa24,Fri Dec 11 00:00:00 EST 2015,[MNG-5629] ClosedChannelException from DefaultUpdateCheckManager.read o Updated to support shrinking of tracking files. ,Christian Schulte,commit
7cd7bd8648dd4755f4ef1b09e031f03d8bdc59b2,Fri Dec 11 00:00:00 EST 2015,[MNG-5629] ClosedChannelException from DefaultUpdateCheckManager.read o Updated to stop producing 'ClosedChannelException's when reading tracking files. o Updated to use 'Long.MAX_VALUE' as the size of any locked regions to prevent writing beyond locked regions. ,Christian Schulte,commit
fde3b28fb3cae38577dcae6bb9cc89d1a14fba4e,Fri Dec 11 00:00:00 EST 2015,[MNG-5946] Fix links etc. in README.txt which is part of the delivery Followup fixed link to git repository. ,Karl Heinz Marbaise,commit
554650d3a4c8d9ca92d67bd3b71b32476fbe2c3b,Fri Dec 11 00:00:00 EST 2015,[MNG-5946] Fix links etc. in README.txt which is part of the delivery - Changed consistently to https cause all links are available via https. - Fixed link to shutdown codehaus jira ,Karl Heinz Marbaise,commit
4de930038be204ddf13cca4149b840bb11efb764,Fri Dec 11 00:00:00 EST 2015,Updated doap_Maven.rdf file ,Karl Heinz Marbaise,commit
b19e8c78d4a802ecce0e386295960a4fcd7586d6,Sat Dec 05 00:00:00 EST 2015,[MNG-5878] added project.directory property to support module name != artifactId in every calculated URLs,Herv� Boutemy,commit
4e771228ae1fb03ced7d1733541d082cff4759ea,Fri Dec 04 00:00:00 EST 2015,Fixed links in pom which pointed to shut down codehaus jira. ,Karl Heinz Marbaise,commit
875fc30b9a9a314b791b3d9ba3b4c8cb718cd771,Thu Dec 03 00:00:00 EST 2015,switched to 3.4.0-SNAPSHOT,Herv� Boutemy,commit
a640dbe91fb160015f36db2a0f3b0e4280676b49,Thu Dec 03 00:00:00 EST 2015,switched to 3.4.0-SNAPSHOT,Herv� Boutemy,commit
e6172f08955d181d76ff578695ce720ddb628ff6,Tue Nov 17 00:00:00 EST 2015,[MNG-5931] Fixing documentation Removing references to ejb3-lifecycle and par-lifecycle cause they have been removed with Maven 3.3.9. ,Karl Heinz Marbaise,commit
ddad3cad939286281c045d08c2f0aee4ba816813,Sun Nov 15 00:00:00 EST 2015,Closes #49 because MNG-5824 has been implemented in other ways in the meantime. ,Karl Heinz Marbaise,commit
41636847a640662b989857f5578dc8f8cc6c3384,Wed Nov 11 00:00:00 EST 2015,[MNG-5923] updated documentation after switch to official Guice 4.0,Herv� Boutemy,commit
